commentaire,rating,date,platform
App interrupts audio playing when opened. There’s no way to turn this off. I have ALL auto play and media turned off which you would THINK would fix it but nope. It’s just a trash app made by trash people.,1,2026-01-18T16:56:37-07:00,App Store
It’s a terrible app,1,2026-01-18T16:40:31-07:00,App Store
Thank you,5,2026-01-18T16:40:27-07:00,App Store
I go on Facebook and hold my nose. It unfortunately seems to have cornered the market on social media. Its dissemination of misinformation may be one of the reasons the country is experiencing what could be its demise. Trump’s rise to power is disastrous for the entire world and to the degree that Facebook contributed to that end is damning.,1,2026-01-18T16:20:46-07:00,App Store
The organization of the notification is horrible. The organization of my timeline is so bad I see post from days ago and miss ones that were posted the same day. The whole app is just trash.,1,2026-01-18T16:02:21-07:00,App Store
"I was scammed by someone last year on Facebook from a dating site and filed a complaint with Facebook and the FBI due to potential treat to my children. I never heard back from Facebook regarding my complaint, as this involved the safety of my children I found this heartless and poor customer service, putting it lightly. With how much money Meta and Facebook make, I would have thought they would have taken my concerns for my children’s safety with the highest level of concern, however actions speaks louder than words, Facebook obviously cares more about profits than safety.",1,2026-01-18T15:42:22-07:00,App Store
"I have noticed in the last couple months that the ads has gotten rediculous. I don’t even scroll. Down anymore. When I am curious about someone’s past, I just go directly to their page.",1,2026-01-18T15:41:28-07:00,App Store
Thank you so much Zuckerberg for not controlling the narrative…as much. It’s much more enjoyable than a few years back.,5,2026-01-18T15:26:02-07:00,App Store
I’m so grateful to be a beneficiary of Facebook. Thank you so much.,5,2026-01-18T14:53:25-07:00,App Store
Nothing changes !,1,2026-01-18T14:47:28-07:00,App Store
Having big problems with my account WHY ??????,1,2026-01-18T14:35:05-07:00,App Store
My music for my profile stopped showing good artists,2,2026-01-18T14:10:20-07:00,App Store
Stop pausing my music you’re not more special than whatever tf I’m playing in the background,1,2026-01-18T14:06:23-07:00,App Store
"Exceptional leather work, told him exactly what I wanted and he delivered. Ordered a leather belt and it came out great. Definitely recommend to anyone looking for hand make leather work!",5,2026-01-18T14:05:50-07:00,App Store
This application is by far the worst thing that could’ve happened to society. It was Weaponized by intelligence organizations to spread propaganda throughout the world. This along with news media run by a certain group we are not allowed to talk or question. It was almost like this was designed to breakdown society.,1,2026-01-18T14:04:57-07:00,App Store
Used to like Facebook because I could keep up with all of my friends and family.  Now all I see is ads.,2,2026-01-18T14:02:17-07:00,App Store
"My data fuels advertising, recommendations, and AI systems, yet users are only compensated if they actively create content. That model feels one-sided in 2026.

The dating feature also needs serious work. Too much spam, limited visibility, and surface-level identity options make it feel like an experiment rather than a real product.

I expected better alignment between user value and platform value.

This goes straight to product feedback hell. In a good way.",3,2026-01-18T13:37:44-07:00,App Store
"Notifications? Who is this, and why is she appearing in my notifications?",1,2026-01-18T13:37:07-07:00,App Store
"I “X” a reel or post when something is political or negative, but that stuff still pops on my feed. As I’m writing this I can actually put a different perspective on this and say that it is giving me discipline to stay away from the here and not react. Now I believe Facebook is one big test for people. Awareness is key.",4,2026-01-18T13:33:24-07:00,App Store
Facebook is an app that helps out a lot.,5,2026-01-18T13:26:13-07:00,App Store
Another unnecessary UI change no one asked for. Thanks!,1,2026-01-18T13:24:44-07:00,App Store
Me parece super bien,5,2026-01-18T13:09:01-07:00,App Store
I Love Facebook and Instagram! Please don’t ever get rid of these platforms 🙏🏼,5,2026-01-18T12:51:56-07:00,App Store
It’d be a whole lot better with fact checking,3,2026-01-18T12:48:09-07:00,App Store
"I genuinely enjoy FB. However, there needs to better customer service when someone has a problem or needs help that they can get in touch with someone.",4,2026-01-18T12:02:20-07:00,App Store
Very usefull! Im fanatised,5,2026-01-18T11:54:53-07:00,App Store
Great customer service great people the storage units are very clean. I just love the fact that there is Dollys and an elevator . Rhonda has a very pleasant voice and actually cares about her customers.,5,2026-01-18T11:48:53-07:00,App Store
Best Pork Chop on the Planet.,5,2026-01-18T11:46:29-07:00,App Store
Just unusable. AI slop post after AI slop post. Just another broken platform to appease stupid owners.,1,2026-01-18T11:44:03-07:00,App Store
Facebook locked me out of my account because they refuse to text my phone for their verification code and now they won’t let me send or receive friend requests on my other accounts.,1,2026-01-18T11:33:46-07:00,App Store
Exelente,5,2026-01-18T11:31:22-07:00,App Store
"La barra se veía hermosa y elegante en un evento donde participé ,profesionales y los snack deliciosos",5,2026-01-18T11:24:22-07:00,App Store
"Shows seven friends and says “all caught up” when I have well over 1000 friends. The algorithm should favor kindness but serves shareholders and gives the user the middle finger, flooding the platform with bots, people you may know and suggestions outside your circle when it doesn’t even connect you with your inner circle at all, and so much political propaganda meant to disturb divide and turn this into a nonstop repetitive tabloid and magazine station and news outlet instead of an app that has anything to do with connection or being social. What is even social about this app anymore? What is meant to connect people more closely to their inner circle anymore?",1,2026-01-18T11:12:22-07:00,App Store
Facebook sucks. Facebook and social media ruined the world. I wish this didn’t exist anymore. Facebook sucks,1,2026-01-18T11:04:29-07:00,App Store
Ok,1,2026-01-18T10:59:57-07:00,App Store
No hay un lugar mas hermosos donde su presencia es la que llena todo,5,2026-01-18T10:58:21-07:00,App Store
Una mierda de aplicación,1,2026-01-18T10:56:05-07:00,App Store
"What is the ph no and address
In your adv put your show room address and ph no",1,2026-01-18T10:53:08-07:00,App Store
Fakebook is a toxic medium used to control people…,2,2026-01-18T10:43:03-07:00,App Store
I was doom scrolling through Facebook on my downtime. Went to leave a random comment. Got flagged for “interacting too much”. Now I can’t do anything. Facebook has no customer service to resolve this issue. From what I hear my account will forever be flagged as a spam account now. When did this start happening?,1,2026-01-18T10:35:22-07:00,App Store
Too many casino ads. 1 every 3 reals no matter if you blocked them,1,2026-01-18T10:29:41-07:00,App Store
He’s an alien looking guy idk,3,2026-01-18T10:19:22-07:00,App Store
موقع إزدواجية المعاير بإمتياز😒,1,2026-01-18T10:12:42-07:00,App Store
"Excellent service. Very reasonable cost and excellent care of my swim spa - hot tub for years. Also a great resource for odd jobs (setting up greenhouse, staining deck, moving heavy equipment , pulling weeds in garden, building planters with bricks, etc. ).  Very conscientious about your time and can be counted on to communicate estimated time of arrival. Very professional and welcoming disposition.",5,2026-01-18T09:53:10-07:00,App Store
À racist application that incites sedition and war,1,2026-01-18T09:39:21-07:00,App Store
Bots took over.  App is cooked.,1,2026-01-18T09:27:48-07:00,App Store
It’s Facebook,5,2026-01-18T09:27:33-07:00,App Store
"Always friendly, great selection, and delicious!",5,2026-01-18T09:26:03-07:00,App Store
In a darker red.Annne-bell,5,2026-01-18T09:19:55-07:00,App Store
Ads In in the middle of your reels are making me go to other apps… decide do you want me on the app or do you want ad revenue you don’t get when I’m on other apps…. DECIDE,3,2026-01-18T09:11:41-07:00,App Store
Not happy with having to hunt for friends,3,2026-01-18T09:08:56-07:00,App Store
Good job on your work and thank amen you for keeping me safe daily,5,2026-01-18T09:02:13-07:00,App Store
Buena app su comunidad lo mejor,5,2026-01-18T08:51:26-07:00,App Store
Too many ads in middle of information. Ruins story,1,2026-01-18T08:37:40-07:00,App Store
Keeps me in touch,4,2026-01-18T08:18:08-07:00,App Store
"FFS, you still havent gotten the volume situation handled.",2,2026-01-18T08:09:40-07:00,App Store
No glitches or problems,5,2026-01-18T07:59:14-07:00,App Store
"Someone put a picture of a murdered person with a joke about leaning and I reported it, they said nothing was wrong with it. Disgusting.",1,2026-01-18T07:40:56-07:00,App Store
Sucks having lots of problem one getting sign in,1,2026-01-18T07:38:50-07:00,App Store
"The settings are all over the place and in different menus! I can’t find anything when I need it and I know people who left Facebook because of this! Google isn’t much help either because it keeps changing. Accounts setting, profile, settings, etc.  is all separated. Just put settings all in 1 spot like a normal app! This is so frustrating!!",2,2026-01-18T07:36:56-07:00,App Store
"You falsely shut down multiple FB pages of mine and have proven that Mark Zuckerberg’s words about freedom of speech are nothing but a big LIE.

You manipulate FaceBook users to tow the line of your political agenda to destroy the USA, it’s freedom, and our LAW of the land, The Constitution!",2,2026-01-18T07:18:04-07:00,App Store
"D Diamond Solutions, LLC©️",5,2026-01-18T07:04:29-07:00,App Store
Always keeps me updated on everything going on,5,2026-01-18T06:53:02-07:00,App Store
Facebook currently had a threads pop up to promote the threads app forcing you to click it because it covers a portion of the screen.  Very annoying.,2,2026-01-18T06:52:06-07:00,App Store
Sick of it. Cannot remove myself from favourites- I don’t need to see everything I do posted in my favourites feed. Too many other nuances to list. Stop mucking it up META!!,1,2026-01-18T06:37:01-07:00,App Store
DEPENDABLE APP!!!! 👍✨,5,2026-01-18T06:21:36-07:00,App Store
"From the local to the long distance, you guys are the best",5,2026-01-18T06:16:55-07:00,App Store
Muy buena la recomiendo al 100,5,2026-01-18T06:14:25-07:00,App Store
"I’ve severely limited my time on Facebook to your owner’s political stance and the lack of removing fake accounts, posts & news.",1,2026-01-18T06:13:04-07:00,App Store
"Flipping sick that no matter what types of audio I’m listening to, if I’m scrolling it just randomly stops for no reason. All videos are muted so why is my audio playing keeps stopping. Fix it!",2,2026-01-18T06:11:13-07:00,App Store
Y’all took the option to go through shares my shares people shares away and now Facebook is boring,1,2026-01-18T05:56:54-07:00,App Store
Allowing too much fake content.   This has gone downhill.   Pure garbage.,1,2026-01-18T05:40:35-07:00,App Store
Facebook has lowered its standards. I don’t go on it as much as I did before- only to see friends and places to visit. Might switch over to instagram.,3,2026-01-18T05:38:09-07:00,App Store
"Facebook has become a stage for violence and immorality. This is only a place to fight and argue with one another and it is done purposely. Posts are made entirely to trigger and start fights amongst the American people. Facebook will always create division between people and countries if it continues to do this. Do better, this isn’t a reality TV show.",1,2026-01-18T05:20:44-07:00,App Store
Me gusta mucho todo acá en face a mejorado muchísimo excelente gracias,5,2026-01-18T05:19:04-07:00,App Store
"Hello dear Facebook has come to my attention that y’all do. You know go back and shower memories, but it should be a memory folder where we could just see y’all our memories that would be a great idea. Another great idea would be. It’s time to upgrade and make a social media Facebook for adults only otherwise it’ll be a five star. also work on the ad free subscription for like 1499 or a total package of the badge and the ad free for like 30 bucks",2,2026-01-18T05:16:49-07:00,App Store
This app needs to stop closing out music apps. I’ve done every troubleshooting YouTube has to offer and still shuts down my music. This app is useless and annoying. Complete waste of space on my phone,1,2026-01-18T05:09:57-07:00,App Store
"I am a paid subscriber, but they are refusing to provide the 410MB bundle and have blocked your access to support as well as the brand new Modern Interface and Facebook Dating giving me a “rollout” script when contacting them via support.",1,2026-01-18T04:55:03-07:00,App Store
"I don’t know if it’s me, but mine is glitching so bad, especially in the stars feature",1,2026-01-18T04:27:31-07:00,App Store
I don’t like facebook I just love it,5,2026-01-18T04:24:56-07:00,App Store
TWIN OAKS,5,2026-01-18T04:19:26-07:00,App Store
"Just tapping on the app, it crashes within a instant",5,2026-01-18T03:41:23-07:00,App Store
App will not open on my iPad Pro,1,2026-01-18T03:27:43-07:00,App Store
I want to see my friends posts only. I hate all of the ads and posts that are from other sources- bring back the original Facebook,1,2026-01-18T01:23:06-07:00,App Store
Allows bullying and hate speech. Always reporting and nothing ever gets done. And ads on reels are horrible. Been using Instagram.,1,2026-01-18T01:20:43-07:00,App Store
I enjoy Facebook so much and I’d keep surfing on there till I’m no more,5,2026-01-18T01:11:21-07:00,App Store
"FB Jail, Blocking Posts, Allowing Bullying, etc…..!",1,2026-01-18T01:06:05-07:00,App Store
"The Reels won’t 
Refresh. 
Put reels and videos back on Facebook separately on my Facebook page can’t get it back on there. And make it where we can delete the Notification all at the same time.",1,2026-01-17T23:59:57-07:00,App Store
Great platform,5,2026-01-17T23:58:15-07:00,App Store
I love Facebook I’m trying to get my followers up an views so I can make money,5,2026-01-17T23:45:42-07:00,App Store
Good,5,2026-01-17T23:42:02-07:00,App Store
Happy time,4,2026-01-17T23:39:58-07:00,App Store
"There is so many ads and to many things that honestly is invasive. You or someone else says something about an item, then next thing u know u are over reloaded with ad’s. Then u miss and dont see but maybe 10 peoples post, it defeats the purpose of facebook. Saddddddd",1,2026-01-17T22:46:43-07:00,App Store
"Please restore my Facebook to previous format prior to update 3 days ago. New format is awful!  I know have a “you are now caught up” message and cannot go back through to find previous postings I want to share since the most recent update. Give me back my old format!!!  We should have the option to preview the changes without being forced to keep them. If I could give zero stars, I would.",1,2026-01-17T22:43:04-07:00,App Store
"FB-Social Media has its pros and cons like everything in life.  It can be very educational.  One can learn a lot of good useful things.  For instance, information on certain meds, supplements, hair products, make up, dancing, CLEAN comedy, traveling, selling good products, great communication tool, certain healthy foods, exercising info., etc….
Also, some of its content can be too explicit, harsh and sexual.  There has been a lot of fraud, stealing folks personal info.!!  I’ve been a target numerous times thru  ought the years!  And I’m so careful..!!  One must be very cautious pick and choose what is appropriate and what is not.  Everyone must use discretion.  So yes….its a double edged sword..!  However, I’m thankful that FB is available, to a certain extent.  I’m sure everyone has their own personal opinion-take on it.  As for me, FB thank you for making it available for all to communicate, sell, buy good/healthy items and using certain information for health reasons, etc….  Thank you for working on its quirks, issues and upgrading it from time to time.  Keep up the GOOD work.!",5,2026-01-17T22:33:56-07:00,App Store
it’s a cool concept but it has a very dystopian effect on our society,1,2026-01-17T22:20:44-07:00,App Store
Facebook has held me a lot lately my life suddenly shift very fast and reliable,5,2026-01-17T22:11:43-07:00,App Store
Amor,5,2026-01-17T22:05:07-07:00,App Store
Where the eff is the option for this?,1,2026-01-17T21:58:31-07:00,App Store
"Connections, celebrations, friendships, and inspiration",5,2026-01-17T21:56:29-07:00,App Store
"FB has come a long way for the better of the whole platform. Posts are in line with value and sometimes maybe not. But it provides a resource to connect with friends and others worldwide! There is real value in it that I didn’t see before. If only we could edit some photos on it, using AI. Thank you FB group!",5,2026-01-17T21:54:13-07:00,App Store
everything related to Tahoe 26.2 has been completely garbage including this app fix the problems. What do we pay you for losers,1,2026-01-17T21:08:30-07:00,App Store
Facebook has took away the ability to see the shares and it’s awful. That was one of the best features of Facebook. Bring it back!!!!!!,1,2026-01-17T21:03:40-07:00,App Store
"You Can't Use This Feature
Right Now
We limit how often you can post, comment or do other things in a given amount of time in order to help protect the community from spam. You can try again later. Learn More and I don’t see this pop up error message that will pop up when I send a friend request on Facebook because in the past I never ever seen this error message that will pop up because I was able to send friend request normally and now it’s now giving me issues and can someone fix this issue because it’s a new bug issue because I never ever had any issues with sending friend requests on Facebook. The error message is still there and it’s also saying friend requests failed. The problem is persistent",5,2026-01-17T21:02:51-07:00,App Store
Racists everywhere,1,2026-01-17T20:52:22-07:00,App Store
Worth the process of elimination everytime hope the bring back some of the classic Facebook updates to users.,5,2026-01-17T20:46:04-07:00,App Store
Muchas gracias por su apoyo me a sido muy útil con mi negocio por encontrar nuevos clientes que Dios me los bendiga,5,2026-01-17T20:33:09-07:00,App Store
Brainwashing people and creating division.,1,2026-01-17T20:28:24-07:00,App Store
Why does Facebook pause my musics in background when the video showes up in my feed even tho my sound is off for Facebook?,4,2026-01-17T20:23:55-07:00,App Store
FB is a good venue to advertise your creativity,4,2026-01-17T20:17:53-07:00,App Store
"Disgusting social engineering company. Election year censorship and shadow banning is in FULL FORCE!!! This app is insanely INVASIVE, just read the “Personal Data Shared” section of the Apple Store listing for this app. Ever wonder why this app—which is basically a website interface—accumulates and stores GIGABYTES of “documents and data” on your device?!? If you do Fakebook, use a privacy-respecting browser like Brave—NOT Edge or Chrome!!—with third-party cookies shut off. 🤮 Facebook punishes users, suspending or limiting their accounts REPEATEDLY with out explanation of the behavior that ostensibly “violated Fakebook community standards” without informing the user what he/she did “wrong”.",1,2026-01-17T20:17:42-07:00,App Store
"This platform is become very impossible to navigate and the good features that it did have you have 
removed.",2,2026-01-17T20:12:18-07:00,App Store
Really cool idea to make me so furious when I see you have unsaved my videos and you are to absolutely bring them back NOW!!!!!!!!!!!😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,1,2026-01-17T20:11:31-07:00,App Store
I’m so sick of these perverted x rated pictures showing up on my Facebook page at the top! When will this obscene stuff be eliminated?,1,2026-01-17T19:50:23-07:00,App Store
Fugazi,1,2026-01-17T19:27:04-07:00,App Store
It’s the best platform so far to escalate your business to next level . If was an option for more stars I was going to give all,5,2026-01-17T19:21:53-07:00,App Store
Excellent!,5,2026-01-17T19:20:21-07:00,App Store
"Dejan que personas publiquen mentiras, ese es el peor problema",4,2026-01-17T19:17:53-07:00,App Store
Guess I have to go off Facebook again,1,2026-01-17T19:14:31-07:00,App Store
"I just want to see my friends’posts, not stupid videos, not political BS, not groups I haven’t joined.",1,2026-01-17T19:11:43-07:00,App Store
"The facebook service is extremely excellent, keep it up.",5,2026-01-17T19:06:50-07:00,App Store
Toda una vida desde que tenía 10 años tengo Facebook me gusta que sienta que uniera uu na manera para recuperar mi primera cuenta ya que no tengo ni correo ni número para recuperar🥹,5,2026-01-17T19:06:40-07:00,App Store
"Super way to stay in the know, to keep up with friends, to enjoy entertainment, to share my opinions!",5,2026-01-17T18:41:56-07:00,App Store
Guzmán,5,2026-01-17T18:37:37-07:00,App Store
Love is a beautiful emotion 😍😍,5,2026-01-17T18:21:40-07:00,App Store
"I enjoy the platform to be serious, laugh and just catch up. Thank you",5,2026-01-17T18:06:58-07:00,App Store
We love you❣️🦅🦟🦀🤠😻☠️,4,2026-01-17T17:56:03-07:00,App Store
Chivo1414,5,2026-01-17T17:40:22-07:00,App Store
Facebook sucks just a endless stream of advertisements and suggested posts hardly any contact from my actual friends,1,2026-01-17T17:23:14-07:00,App Store
I wanna thank Facebook for letting people express and speak their truth. In these times of uncertainty I think it’s an important way for people to be able to connect throughout the world. Thank you Facebook for allowing us to continue.,5,2026-01-17T17:22:44-07:00,App Store
"Why have you taken away the original posting dates on most of the videos in Reels? Who knows when some of this was posted, are they current events or long past and irrelevant, who knows…..",3,2026-01-17T17:10:18-07:00,App Store
Love it,5,2026-01-17T16:43:49-07:00,App Store
"i lost my only current income while i'm job hunting because a girl decided to get her followers to mass report me bc i said her ""man"" shouldn't be here because he was sexualizing a girl being attacked by ICE and saying renee was in the wrong. i hate this app with a burning passion.

OH AND THE CENSORSHIP IS INSANE. WHAT HAPPENED TO THE FIRST AMENDMENT???",1,2026-01-17T16:35:15-07:00,App Store
Keep getting the red notification bubble but when I open the app there no new notification. When I close out of the app it goes away for about bit but then the cycle repeats. Annoying.,2,2026-01-17T16:29:38-07:00,App Store
To much sex.,3,2026-01-17T16:28:53-07:00,App Store
Fix your app! Can’t confirm photos!,1,2026-01-17T16:23:50-07:00,App Store
I love Facebook!,5,2026-01-17T16:23:27-07:00,App Store
I run a community page for cat owners. Now Facebook is limiting my content visibility because Facebook hates cats and prefers animal abuse and child exploitation. That’s the reason I now created a cat page on Bluesky Social. Over there if you endorse abusing animals and child exploitation you’re banned for life.,1,2026-01-17T16:15:59-07:00,App Store
"It’s a good app but please don’t suspend my account 
I’m trying to grow my business as an investor",5,2026-01-17T16:09:02-07:00,App Store
"The new update no longer allows you to see who shared your post. As someone with a business page who often has contests when a post is shared, this is HORRIBLE.",1,2026-01-17T16:06:53-07:00,App Store
Magnífico,5,2026-01-17T15:51:00-07:00,App Store
Present,2,2026-01-17T15:39:21-07:00,App Store
"Facebooks content regulations and how they monitor them are very bad. I manage multiple pages and constantly get notifications that my content was taken down for a violation but won’t tell me what was taken down or what violation. 
Mark Zuckerberg admitted to biased monitoring and said he would change it but nothing has changed. Fact checking is way off as well. You don’t need anything more than a high school degree to get a job as a fact checker. The pages I manage push content created by highly educated individuals and they the get fact checked by idiots. It is infuriating. I gave a one star review because it wouldn’t let me give less than that.",1,2026-01-17T15:26:15-07:00,App Store
Please allow us to view and organize photos by year. Especially our own! Please I’m begging,1,2026-01-17T15:13:34-07:00,App Store
App is horrible not only in the app but in messenger while iPad is in landscape view… It’s not that hard fix it.,1,2026-01-17T15:11:48-07:00,App Store
"Try editing a longer post you’ve written and the cursor jumps around a million times and while typing adds a bunch of random letters. Maddening. Also way too many ads, click bait reels, and algorithm optimization for outrage rather than quality content.",1,2026-01-17T15:05:51-07:00,App Store
"I loved their lemon, glazed cakes and sour dough bread really good. They also have really good soaps.",5,2026-01-17T14:48:15-07:00,App Store
"They keep changing the formula and your friends are not seeing your posts, and your m not seeing my friends post. Mark Zuckerberg sucks. That’s 100% facts!!!",1,2026-01-17T14:27:14-07:00,App Store
B o ve a B n en u,4,2026-01-17T14:25:29-07:00,App Store
Pago publicidad porque me permite llegar a mi público objetivo,5,2026-01-17T14:22:49-07:00,App Store
"Facebook deleted my profile after 17 years and deleted all my pictures, post memories, connections, etc.… I have asked numerous times for them to please reinstate my profile They just continue to ignore me.",1,2026-01-17T14:17:22-07:00,App Store
I like doggy style,5,2026-01-17T13:58:01-07:00,App Store
"17 Jan 
Back to not being able find previous comments. Used to be able to go to “manage comments” click the comment to want to go back there and it goes to your comment. Now it takes you back to the post and you have to search for your comment. Also? It may not consider your comment relevant. So you may have to hit the “all comments” to search. Obviously may not be worth the effort if a post has a massive amount of comments. 

14 Jan 2026
New update. One problem maybe solved. A very old one still annoying. 
Notification pops up for a “post you haven’t seen”! 6 days ago! Not only did I see it, I saw it 6 days ago!!!
15 dec 2025 
Of course even with yet another update? Still get new notifications on posts already seen. Notice that I already gave thumbs up on some! 

I do want to thank you for helping me watch a few less reels. The blazing obvious or suspected AI gets skipped over. 
Would be nice if you had a policy to show its AI before a person clicks on it. Some people like real life. Reserve the AI for Arts reels. I do like arts, but prefer to know before hand. 

3 dec 2025
Same day new post update. Fifth  time deleting the same “unseen” post notification? 
Second time today!!!!
The only GOOD thing is it’s not doing it with every post, but there again? Maybe you’d get it fixed if it did. 


Was going to be an update, but since my previous review didn’t show up?

You say you fix our complaints? Here are complaints that’s been continuous. 
1. A:    Notifications. 
Where to start? Today’s, which brought me here. Same notification about a  friends “new” post I haven’t seen. “New” was the FIRST time you notified me and I clicked, and SAW! 
TODAY was at least the 3rd time I got notified for the same post!!!!
B. - 4 days or so later I get my FIRST notification of a “new” post from a friend even showing the post 4 days old? Already saw it! 4 days ago!

Either not notifying soon enough or over notifying. I do use the link in notifications? Why keep notifying? There were no updates to the post!

2. Of course there is the same old complaint about posts disappearing while you are researching for a reply. Also WAY too many steps trying to locate a post just commented on.",2,2026-01-17T13:48:43-07:00,App Store
AND IS STILL THE GOAT OF ALL SOCIAL MEDIA PLATFORMS!!,5,2026-01-17T13:43:31-07:00,App Store
There’s too many scammers too much AI and too many liars on Facebook eventually one day they’re gonna make Facebook police and they’re going to break up Facebook because of the problems,3,2026-01-17T13:40:05-07:00,App Store
"I tried to help them with retirement. However, they were very unkind and are appointments that no me attended. Beware of this school.!!",1,2026-01-17T13:35:53-07:00,App Store
Enjoyable. Thank you,5,2026-01-17T13:35:23-07:00,App Store
Nice!!),5,2026-01-17T13:32:42-07:00,App Store
Facebook is the best app on social media,5,2026-01-17T13:26:37-07:00,App Store
Like,5,2026-01-17T13:14:38-07:00,App Store
Good app,5,2026-01-17T13:04:34-07:00,App Store
It’ll try to sign me in. It keeps telling me incorrect email. Then when it says it sent an email for a verification code I don’t get the email. This should have been buttons like sign in with Apple or sign in with Google.,1,2026-01-17T12:59:49-07:00,App Store
"App won’t let me log in at all. I’m connected to wifi and everything else on my phone works perfectly fine but Facebook is somehow managing to tell me I have no internet and refuses to load. It is doing this to BOTH of my phones, it makes legitimately no sense as to why it is not wanting to work. Ridiculous.",1,2026-01-17T12:57:29-07:00,App Store
My Facebook got disabled for no reason and I tried talking to meta and they won’t give me a reason as to why and I’ve had this account for 10 years. No help from meta at all and no way to appeal the decision they made. I’m very upset and not pleased. All my pictures and memories are gone.,1,2026-01-17T12:46:56-07:00,App Store
This is one of my favorite social apps I’ve been having since like 2011 and it helps me keep up with family and friends.,5,2026-01-17T12:39:49-07:00,App Store
I enjoy using Facebook thank you Mr Mark Elliot Zuckerberg,5,2026-01-17T12:38:23-07:00,App Store
Facebook es ideal para conectarme con amigos y estar al día con noticias y eventos. Me gusta que puedo compartir fotos y videos fácilmente. Muy recomendable para mantenerte en contacto con tu comunidad.”,5,2026-01-17T12:03:17-07:00,App Store
"I admin a 160k+ public group with 3,000+ posts a day. FB moderation tools are a failure. Pages won’t load. Spam bots run amuck with no link to group-user page to moderate.",1,2026-01-17T12:01:39-07:00,App Store
See title,1,2026-01-17T11:50:17-07:00,App Store
People want to hurt each other.  I DO NOT want to that kind of person.,1,2026-01-17T11:45:07-07:00,App Store
افضل تطبيق,5,2026-01-17T11:26:37-07:00,App Store
Using too much battery since the latest iOS update,5,2026-01-17T11:14:14-07:00,App Store
Love Facebook and everything about it,5,2026-01-17T11:09:11-07:00,App Store
"Everyone I know and myself only keeps FB because they have older, extended family that only use FB for social media..otherwise it brings me no pleasure, my feed is literally just suggested posts I don’t care about..when I click delete them it says “snooze so and so for 30 days” like I’m following that account I’m not..I feel like FB just gives me placebo control and in actuality I don’t have control over the feed.",1,2026-01-17T11:08:29-07:00,App Store
The restrictions are too much facebook should at least be an app where people can connect to ourselves the restrictions doesn’t make that happen or is there another it can happen without me knowing I believe we are all one people,5,2026-01-17T10:54:30-07:00,App Store
Wonderful helpful question,5,2026-01-17T10:44:00-07:00,App Store
I’would say my most favorite & the algorithm is superb,5,2026-01-17T10:32:13-07:00,App Store
I’m having the hardest time trying to deactivate my account. Once I figure this out I’m never reactivating this account again.,1,2026-01-17T10:30:31-07:00,App Store
"Not happy with this platform. Way too liberal and Bias. Only “certain” people are allowed to practice “free speech” . No thank you. 
They want to hold people to a higher standard than apparently do themselves. I’ll use X.  Free speech still lives there. Or Truth Social.",2,2026-01-17T10:23:34-07:00,App Store
"Social media, in particular Facebook, has had a direct impact in the fall of democracy in the United States, and others.",1,2026-01-17T10:09:11-07:00,App Store
"Why do prom-like and dirty photos come up on my Facebook page? I can’t seem to delete. Facebook should make it easier to do so. Also, when someone dies, why is it impossible to take their profile down?",3,2026-01-17T09:44:01-07:00,App Store
Ok,5,2026-01-17T09:36:41-07:00,App Store
"There have been several instances where my posts are viewed and reacted to  by friends of friends even though my private setting is set to Friends. I have recently had someone react to my post set to Friends, but I can’t see who that person is. No I don’t have location on, and no I don’t have anyone tagged. FB I need y’all to fix this.",3,2026-01-17T09:14:08-07:00,App Store
"Cant comment.  
After write comment hide submit button.",1,2026-01-17T09:09:18-07:00,App Store
"The fact that you guys don’t allow Facebook dating for EVERYONE is literally insane. So my friend can have it, and I can’t?! And we live in THE SAME CITY!!! No. This is why y’all piss me off. This is why everyone uses Instagram.",1,2026-01-17T09:07:38-07:00,App Store
Éste aplicación me ha ayudado mucho a aprender nuevas cosas en mi vida realmente increíblemente bueno,5,2026-01-17T09:02:22-07:00,App Store
I love this app cuz it keeps u connected with friends and family thanks,5,2026-01-17T08:53:58-07:00,App Store
"This beautiful, talented young lady comes from a remarkable family. I don’t know of any family that works harder and more diligently at being good people ….and athletes. 

Ken TenHulzen",5,2026-01-17T08:43:20-07:00,App Store
Why can’t you see shares anymore I don’t like face book anymore you get 0 rating until further notice I don’t advise anyone using the app,1,2026-01-17T08:36:11-07:00,App Store
Tired of the algorithms. Stop It already. Let friends be friends. Let a search be a search. You stop us from seeing what we want to see and bombard us with the stuff we searched 1 time. Stop the insanity.,2,2026-01-17T08:33:27-07:00,App Store
"Mark Zuckerberg has ruined Facebook. All the ads in the news feed. Ads in the market place, not to mention the scammers. He is not doing anything to prevent people from getting ripped of. His greed for money has ruined this platform.",3,2026-01-17T08:26:51-07:00,App Store
Good,5,2026-01-17T08:22:53-07:00,App Store
Its weak... It's outdated ... It's ugly and clunky. But there aren't any other choices. The app is glitchy and annoying. And who cares anyway everybody knows who Facebook is or what they are.,1,2026-01-17T08:16:43-07:00,App Store
соцсеть для тупых,1,2026-01-17T08:15:14-07:00,App Store
Needs improvement in marketplace to hard to make sales,5,2026-01-17T08:02:27-07:00,App Store
Michelle was awesome and had the patience to get my photos in order,5,2026-01-17T08:01:40-07:00,App Store
